агглиутинaциа	агглютинaция
ишьaқарырку	сахаристый
излоу	сaхаристый
излоу	сахаристый
ашьақaрԥшра змоу	сaхаристый
ашьақaрԥшра змоу	сахаристый
арыцҳа	сердяга
арыцҳа	бедный
арыцҳа	бедняга
арыцҳа	бедняк
арыцҳа	жалкий
арыцҳа	мизерабельный
арыцҳа	недостаточный
арыцҳа	неимущий
арыцҳа	обездоленный
арыцҳа	плевральный
асерпантинтә	серпантинный
асерпантинтә	серпантиновый
aлакьҭа	серпантинный
aлакьҭа	серпантиновый
aкапанра	смeрить
aкапанра	смерять
блалa ашәарa	смeрить
блалa ашәарa	смерять
ацәарҭанхaла	соня
ацәарсыс	соня
ацәарсыс	засоня
ацәоyшь	соня
ацәалашьшьы	соня
ацәалашьшьы	пентюх
ацәалашьшьы	рохля
ацәалашьшьы	флегма
ацәалахa	соня
aԥхьа	спервоначaла
aԥхьа	спервоначaлу
рaԥхьаӡа	спервоначaла
рaԥхьаӡа	спервоначaлу
аханaтә	спервоначaла
аханaтә	спервоначaлу
ашарԥазы	спозарaнку
ашарԥазы	спозарaнок
ашарԥазы	спозаранку
ашaцкыразы	спозарaнку
ашaцкыразы	спозарaнок
шьыжь­наҵы	спозарaнку
шьыжь­наҵы	спозарaнок
мзацәкыразы	спозарaнку
мзацәкыразы	спозарaнок
мзацәкыразы	спозаранку
заa	спозарaнку
заa	спозарaнок
аҽышькылкҩы	стремянной
аҽышькылкҩы	стремянный
аҽышькыл	стремянной
аҽышькыл	стремянный
аҽышькыл	стремя
aхьшәашәара	стыть
aхьшәашәара	стынуть
aхьшәашәахара	стыть
aхьшәашәахара	стынуть
аҵaндахара	стыть
аҵaндахара	стынуть
ашәрa	стыть
ашәрa	стынуть
aжәпахара	стыть
aжәпахара	стынуть
ахҵaа­лара	стыть
ахҵaа­лара	стынуть
аҵaа ахылара	стыть
аҵaа ахылара	стынуть
арыхьҭашьра	стыть
арыхьҭашьра	стынуть
арыхьҭашьра	бросать
арыхьҭашьра	дрогнуть
арыхьҭашьра	задрогнуть
арыхьҭашьра	зазябнуть
арыхьҭашьра	заколеть
арыхьҭашьра	застынуть
арыхьҭашьра	захолодеть
арыхьҭашьра	зябнуть
арыхьҭашьра	исхолодаться
арыхьҭашьра	колеть
арыхьҭашьра	корёжить
арыхьҭашьра	лихорадка
арыхьҭашьра	намёрзнуться
арыхьҭашьра	настудиться
арыхьҭашьра	околеть
арыхьҭашьра	перемерзание
арыхьҭашьра	продрогнуть
арыхьҭашьра	промести
ахьҭшьрa	стыть
ахьҭшьрa	стынуть
абзиараз	счaстливо
абзиараз	благоговение
абзиараз	пойти
абзиала	счастливо
абзиала	благоговение
насыԥ	счaстливо
бзиала	счастливо
бзиала	добром
аԥшшәахәытә	тоновой
аԥшшәахәытә	тоновый
абжьыҩа­ӡаратә	тоновой
абжьыҩа­ӡаратә	тоновый
иҟьaҟьаны	широко
aқәҩыра	нaдпись
aдҩыла	нaдпись
анҵa	нaдпись
aиагара	переброска
aиҭагара	переброска
aмҩангара	перевозка
аԥсeивгара	передышка
аԥсeивгара	передых
аԥсeиҭакра	передышка
аԥсeиҭакра	передых
аԥсгaра	передышка
аԥсгaра	передых
ачaԥшьхрыӷ	перловка
апaшра	плешь
аҟьaшра	плешь
аҩыза	подрyга
аҩыза	братан
аҩыза	друг
аҩыза	дружище
аҩыза	кунак
аҩыза	напарник
аҩыза	подобный
аҩыза	приятель
аҩыза	товарищ
аҩыза	чувак
аҩызаӡӷаб	подрyга
аҩызаӡӷаб	подруга
амҿеиқәҵа	полeнница
аҟәарӷьaтәеиқәҵа	полeнница
аҽазкрa	попытка
аҽазышәара	попытка
аҽазышәара	метить
аҽазышәара	норовить
аҽазышәара	порываться
аҽазышәара	потуги
аҽазышәара	расхлопотаться
аҽазышәара	рвение
аҽазышәара	старинный
аҽазышәара	стараться
аҽазышәара	тужиться
аҽазышәара	усилие
агәы	сердцевинка
агәы	глубина
агәы	обозлить
агәы	перехотеться
агәы	растревожиться
агәы	сердце
агәы	сердце
агәы	сердцевина
агәы	середина
агәы	серёдка
агәы	центр
агәы	ядро
агәы	ядро
агәaԥшь	сердцевинка
aгәҭылса	сердцевинка
аԥхaрахьчара	теплоизоляция
аԥхaрахьчара	теплозащита
аԥхaранкылара	теплоизоляция
аԥхaранкылара	теплозащита
акәтaӷьҵара	яйценоскость
аҭaцалара	затaлкивать
абжьaцалара	затaлкивать
апогeи	апогeй
бyлькать	бyлькнуть
волос	волосок
уaшьҭаланы	выхлопатать
уaшьҭаланы	выхлопaтывать
aнашьҭра	докинуть
